date,precipitation,temp_max,temp_min,wind,weather
2008-07-22,29.8,25,16,1.3,Cloudy
2008-07-23,25.5,26,11,2.8,Cloudy
2008-07-24,6.3,35,23,8.9,Cloudy
2008-07-25,27.9,26,17,3.7,Cloudy
2008-07-26,3.5,37,19,2.3,Sunny
2008-07-26,3.5,37,19,2.3,Sunny
2008-07-26,3.5,37,19,2.3,Sunny
2008-07-26,3.5,37,19,2.3,Sunny
2008-07-26,3.5,37,19,2.3,Sunny
2008-07-27,24.5,39,21,7.3,Rainy
2008-07-28,11.4,38,19,3.5,Cloudy
2008-07-29,26.3,28,24,3.7,Cloudy
2008-07-30,26.0,39,23,7.5,Rainy
2008-07-31,24.2,29,18,2.9,Cloudy
2008-08-01,23.7,32,15,9.0,Rainy
2008-08-02,9.1,37,23,5.8,Cloudy
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-03,2.4,35,14,5.6,Sunny
2008-08-04,12.1,36,10,3.0,Cloudy
2008-08-05,5.2,32,10,8.4,Cloudy
2008-08-06,20.8,31,18,5.9,Rainy
2008-08-07,10.4,29,23,2.0,Cloudy
2008-08-08,29.3,20,13,2.5,Cloudy
2008-08-09,19.2,27,10,4.9,Cloudy
2008-08-10,24.7,37,20,7.9,Rainy
2008-08-11,4.0,21,19,9.4,Cloudy
2008-08-12,25.9,35,21,6.8,Rainy
2008-08-13,27.7,31,12,5.3,Rainy
2008-08-14,14.6,28,15,2.9,Cloudy
2008-08-15,18.2,22,23,6.9,Rainy
2008-08-16,22.9,23,20,9.8,Rainy
2008-08-17,5.2,21,22,5.0,Cloudy
2008-08-18,15.1,27,22,2.0,Cloudy
2008-08-19,12.0,29,20,1.5,Cloudy
2008-08-20,4.4,35,17,3.1,Sunny
2008-08-20,4.4,35,17,3.1,Sunny
2008-08-21,11.0,30,22,5.9,Cloudy
2008-08-22,2.0,37,19,9.5,Sunny
2008-08-22,2.0,37,19,9.5,Sunny
2008-08-22,2.0,37,19,9.5,Sunny
2008-08-22,2.0,37,19,9.5,Sunny
2008-08-23,0.8,33,11,3.3,Sunny
2008-08-23,0.8,33,11,3.3,Sunny
2008-08-24,4.1,27,17,3.4,Cloudy
2008-08-25,28.9,34,23,5.1,Rainy
2008-08-26,16.5,36,22,9.2,Rainy
2008-08-27,29.0,37,10,4.5,Cloudy
2008-08-28,13.0,25,20,2.6,Cloudy
2008-08-29,9.4,33,11,2.0,Cloudy
2008-08-30,15.2,22,17,4.8,Cloudy
2008-08-31,13.2,26,16,8.1,Cloudy
2008-09-01,3.2,34,14,3.3,Sunny
2008-09-01,3.2,34,14,3.3,Sunny
2008-09-01,3.2,34,14,3.3,Sunny
2008-09-01,3.2,34,14,3.3,Sunny
2008-09-01,3.2,34,14,3.3,Sunny
2008-09-02,19.2,35,24,5.4,Rainy
2008-09-03,6.5,35,22,6.2,Cloudy
2008-09-04,18.6,27,19,4.8,Cloudy
2008-09-05,19.5,26,11,2.3,Cloudy
2008-09-06,4.6,25,18,9.3,Cloudy
2008-09-07,1.8,21,14,5.9,Cloudy
2008-09-08,23.4,32,17,7.4,Rainy
2008-09-09,13.8,31,22,6.5,Cloudy
2008-09-10,1.7,34,13,10.0,Sunny
2008-09-10,1.7,34,13,10.0,Sunny
2008-09-10,1.7,34,13,10.0,Sunny
2008-09-11,29.8,28,23,4.8,Cloudy
2008-09-12,1.7,21,18,4.5,Cloudy
2008-09-13,20.9,36,19,3.9,Cloudy
2008-09-14,29.5,24,16,3.9,Cloudy
2008-09-15,7.2,30,11,3.1,Cloudy
2008-09-16,4.3,38,12,9.8,Sunny
2008-09-17,3.6,26,23,8.8,Cloudy
2008-09-18,9.1,21,11,3.5,Cloudy
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-19,3.0,35,14,3.4,Sunny
2008-09-20,20.8,31,11,1.5,Cloudy
2008-09-21,1.9,34,14,8.8,Sunny
2008-09-21,1.9,34,14,8.8,Sunny
2008-09-21,1.9,34,14,8.8,Sunny
2008-09-21,1.9,34,14,8.8,Sunny
2008-09-21,1.9,34,14,8.8,Sunny
2008-09-22,15.3,20,22,4.0,Cloudy
2008-09-23,29.9,32,18,5.9,Rainy
2008-09-24,24.4,25,11,9.1,Rainy
2008-09-25,18.5,32,18,4.4,Cloudy
2008-09-26,9.2,37,16,8.2,Cloudy
2008-09-27,18.7,22,16,4.6,Cloudy
2008-09-28,15.8,20,23,7.2,Rainy
2008-09-29,12.8,34,14,4.6,Cloudy
2008-09-30,3.9,32,17,4.2,Cloudy
2008-10-01,26.6,24,16,9.9,Rainy
2008-10-02,13.5,32,15,6.3,Cloudy
2008-10-03,5.8,24,11,4.0,Cloudy
2008-10-04,11.0,38,15,2.9,Cloudy
2008-10-05,12.4,37,23,0.9,Cloudy
2008-10-06,24.8,29,11,7.2,Rainy
2008-10-07,22.0,27,10,4.0,Cloudy
2008-10-08,23.1,34,18,8.3,Rainy
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-09,0.3,39,22,4.0,Sunny
2008-10-10,12.5,23,14,4.0,Cloudy
2008-10-11,14.4,21,19,7.9,Cloudy
2008-10-12,0.6,25,19,5.1,Cloudy
2008-10-13,7.8,22,13,8.9,Cloudy
2008-10-14,22.8,26,21,6.1,Rainy
2008-10-15,4.1,29,20,2.8,Cloudy
2008-10-16,16.1,25,17,5.9,Rainy
2008-10-17,6.5,35,24,0.5,Cloudy
2008-10-18,0.4,21,14,3.5,Cloudy
2008-10-19,7.2,36,23,2.5,Cloudy
2008-10-20,29.3,32,16,6.7,Rainy
2008-10-21,24.0,20,12,1.8,Cloudy
2008-10-22,28.8,25,24,3.3,Cloudy
2008-10-23,14.6,24,17,3.6,Cloudy
2008-10-24,3.3,32,17,0.5,Cloudy
2008-10-25,16.4,37,12,0.9,Cloudy
2008-10-26,13.6,31,18,3.5,Cloudy
2008-10-27,25.3,26,23,2.6,Cloudy
2008-10-28,2.9,34,17,1.6,Sunny
2008-10-28,2.9,34,17,1.6,Sunny
2008-10-28,2.9,34,17,1.6,Sunny
2008-10-29,14.6,22,10,2.0,Cloudy
2008-10-30,4.5,35,17,8.4,Sunny
2008-10-30,4.5,35,17,8.4,Sunny
2008-10-30,4.5,35,17,8.4,Sunny
2008-10-31,9.7,20,21,7.0,Cloudy
2008-11-01,22.1,35,20,5.1,Rainy
2008-11-02,14.3,31,24,9.1,Cloudy
2008-11-03,11.3,38,13,0.8,Cloudy
2008-11-04,11.8,27,15,3.8,Cloudy
2008-11-05,13.8,31,23,8.3,Cloudy
2008-11-06,23.6,34,22,6.5,Rainy
2008-11-07,26.8,21,19,9.8,Rainy
2008-11-08,28.7,36,18,9.5,Rainy
2008-11-09,23.6,26,14,2.1,Cloudy
2008-11-10,9.5,32,16,9.7,Cloudy
2008-11-11,20.6,20,22,9.5,Rainy
2008-11-12,13.1,25,24,4.0,Cloudy
2008-11-13,7.6,32,10,9.8,Cloudy
2008-11-14,25.2,30,18,0.8,Cloudy
2008-11-15,1.2,29,23,6.8,Cloudy
2008-11-16,27.1,35,15,3.0,Cloudy
2008-11-17,13.8,39,20,1.7,Cloudy
2008-11-18,19.1,36,13,6.0,Rainy
2008-11-19,19.8,36,15,3.4,Cloudy
2008-11-20,26.9,23,14,6.8,Rainy
2008-11-21,19.1,24,12,5.6,Rainy
2008-11-22,18.4,33,16,4.2,Cloudy
2008-11-23,2.0,39,12,2.2,Sunny
2008-11-23,2.0,39,12,2.2,Sunny
2008-11-23,2.0,39,12,2.2,Sunny
2008-11-24,15.6,29,22,6.2,Rainy
2008-11-25,4.5,33,23,8.4,Sunny
2008-11-25,4.5,33,23,8.4,Sunny
2008-11-25,4.5,33,23,8.4,Sunny
2008-11-25,4.5,33,23,8.4,Sunny
2008-11-25,4.5,33,23,8.4,Sunny
2008-11-26,22.1,20,24,6.2,Rainy
2008-11-27,15.4,30,22,6.3,Rainy
2008-11-28,20.4,37,11,5.4,Rainy
2008-11-29,1.3,35,23,4.2,Sunny
2008-11-29,1.3,35,23,4.2,Sunny
2008-11-29,1.3,35,23,4.2,Sunny
2008-11-29,1.3,35,23,4.2,Sunny
2008-11-29,1.3,35,23,4.2,Sunny
2008-11-29,1.3,35,23,4.2,Sunny
2008-11-30,2.5,37,13,4.8,Sunny
2008-11-30,2.5,37,13,4.8,Sunny
2008-11-30,2.5,37,13,4.8,Sunny
2008-12-01,21.5,27,16,9.9,Rainy
2008-12-02,2.2,29,14,7.6,Cloudy
2008-12-03,2.1,29,23,4.6,Cloudy
2008-12-04,0.4,24,18,4.8,Cloudy
2008-12-05,28.7,29,19,5.2,Rainy
2008-12-06,22.1,37,24,6.8,Rainy
2008-12-07,10.6,25,16,4.9,Cloudy
2008-12-08,8.9,22,21,7.0,Cloudy
2008-12-09,10.5,27,23,3.6,Cloudy
2008-12-10,23.2,28,18,4.4,Cloudy
2008-12-11,19.8,24,23,8.7,Rainy
2008-12-12,5.6,21,18,3.6,Cloudy
2008-12-13,5.2,21,21,9.7,Cloudy
2008-12-14,3.0,26,11,2.1,Cloudy
2008-12-15,19.8,36,24,2.8,Cloudy
2008-12-16,22.9,29,10,4.9,Cloudy
2008-12-17,8.0,31,20,8.1,Cloudy
2008-12-18,0.6,21,13,7.4,Cloudy
2008-12-19,2.5,29,13,2.2,Cloudy
2008-12-20,29.0,39,22,2.7,Cloudy
2008-12-21,8.9,20,11,6.0,Cloudy
2008-12-22,23.1,23,12,3.3,Cloudy
2008-12-23,18.7,32,12,4.5,Cloudy
2008-12-24,11.5,31,14,5.1,Cloudy
2008-12-25,6.2,30,10,6.1,Cloudy
2008-12-26,3.6,29,18,2.9,Cloudy
2008-12-27,18.5,34,17,2.0,Cloudy
2008-12-28,23.2,24,17,4.3,Cloudy
2008-12-29,19.3,36,12,1.3,Cloudy
2008-12-30,15.9,24,11,5.5,Rainy
2008-12-31,1.3,21,10,8.5,Cloudy
2009-01-01,29.1,28,21,1.6,Cloudy
2009-01-02,24.0,25,15,1.6,Cloudy
2009-01-03,8.8,37,22,1.3,Cloudy
2009-01-04,29.4,33,19,8.6,Rainy
2009-01-05,18.1,38,10,1.3,Cloudy
2009-01-06,17.5,33,23,9.8,Rainy
2009-01-07,22.4,27,20,3.9,Cloudy
2009-01-08,24.4,36,14,3.6,Cloudy
2009-01-09,19.7,22,18,1.4,Cloudy
2009-01-10,3.8,29,20,6.1,Cloudy
2009-01-11,10.1,36,18,6.1,Cloudy
2009-01-12,27.8,30,22,5.2,Rainy
2009-01-13,6.7,27,21,3.5,Cloudy
2009-01-14,11.2,20,24,4.0,Cloudy
2009-01-15,13.0,32,13,3.5,Cloudy
2009-01-16,13.2,23,16,4.5,Cloudy
2009-01-17,18.4,26,23,3.7,Cloudy
2009-01-18,28.3,33,20,6.9,Rainy
2009-01-19,7.2,24,16,3.3,Cloudy
2009-01-20,3.6,30,13,3.8,Cloudy
2009-01-21,5.9,36,14,4.6,Cloudy
2009-01-22,26.6,24,20,0.5,Cloudy
2009-01-23,19.4,39,18,5.2,Rainy
2009-01-24,8.6,22,16,2.9,Cloudy
2009-01-25,24.5,24,16,1.0,Cloudy
2009-01-26,25.8,34,19,9.2,Rainy
2009-01-27,25.4,38,16,3.6,Cloudy
2009-01-28,27.6,35,24,4.5,Cloudy
2009-01-29,7.6,27,18,8.4,Cloudy
2009-01-30,22.7,32,14,2.1,Cloudy
2009-01-31,13.8,35,15,8.6,Cloudy
2009-02-01,25.3,22,12,2.8,Cloudy
2009-02-02,21.9,20,10,6.1,Rainy
2009-02-03,23.3,28,20,7.0,Rainy
2009-02-04,19.7,28,21,9.1,Rainy
2009-02-05,5.3,36,11,6.3,Cloudy
2009-02-06,16.4,21,17,4.8,Cloudy
2009-02-07,29.5,28,22,5.9,Rainy
2009-02-08,28.1,38,10,2.4,Cloudy
2009-02-09,1.3,32,19,7.0,Cloudy
2009-02-10,4.9,24,16,2.3,Cloudy
2009-02-11,4.0,28,14,5.8,Cloudy
2009-02-12,21.8,32,22,6.7,Rainy
2009-02-13,24.5,20,15,9.0,Rainy
2009-02-14,6.4,34,17,4.8,Cloudy
2009-02-15,15.2,23,13,7.9,Rainy
2009-02-16,25.2,23,15,2.1,Cloudy
2009-02-17,22.0,39,23,2.0,Cloudy
2009-02-18,16.3,29,20,5.5,Rainy
2009-02-19,17.7,25,12,6.2,Rainy
2009-02-20,15.3,31,16,6.5,Rainy
2009-02-21,8.9,39,11,7.6,Cloudy
2009-02-22,17.0,35,21,3.3,Cloudy
2009-02-23,20.7,22,17,6.4,Rainy
2009-02-24,26.2,33,22,2.3,Cloudy
2009-02-25,19.1,20,16,2.6,Cloudy
2009-02-26,22.8,29,21,1.1,Cloudy
2009-02-27,4.8,34,21,7.6,Sunny
2009-02-27,4.8,34,21,7.6,Sunny
2009-02-27,4.8,34,21,7.6,Sunny
2009-02-27,4.8,34,21,7.6,Sunny
2009-02-28,13.8,26,17,5.3,Cloudy
2009-03-01,0.3,23,11,2.8,Cloudy
2009-03-02,7.4,33,12,5.8,Cloudy
2009-03-03,21.8,35,21,3.9,Cloudy
2009-03-04,29.8,33,13,8.5,Rainy
2009-03-05,3.0,22,21,5.5,Cloudy
2009-03-06,12.0,36,18,0.8,Cloudy
2009-03-07,24.0,33,21,9.9,Rainy
2009-03-08,6.1,37,21,1.2,Cloudy
2009-03-09,16.7,22,14,7.1,Rainy
2009-03-10,22.0,38,15,4.7,Cloudy
2009-03-11,18.5,22,10,2.9,Cloudy
2009-03-12,5.6,31,13,6.9,Cloudy
2009-03-13,10.7,24,23,1.7,Cloudy
2009-03-14,23.5,29,13,8.7,Rainy
2009-03-15,16.6,28,19,2.9,Cloudy
2009-03-16,0.2,20,17,3.9,Cloudy
2009-03-17,22.8,32,17,6.5,Rainy
2009-03-18,1.1,22,19,0.5,Cloudy
2009-03-19,22.4,38,15,5.0,Cloudy
2009-03-20,6.1,30,17,9.0,Cloudy
2009-03-21,28.7,35,18,7.0,Rainy
2009-03-22,11.0,25,14,4.2,Cloudy
2009-03-23,9.8,22,10,6.8,Cloudy
2009-03-24,4.5,38,10,9.4,Sunny
2009-03-24,4.5,38,10,9.4,Sunny
2009-03-25,9.2,25,11,2.3,Cloudy
2009-03-26,26.3,27,11,5.6,Rainy
2009-03-27,29.9,32,14,2.7,Cloudy
2009-03-28,11.0,31,16,8.6,Cloudy
2009-03-29,13.5,29,16,7.3,Cloudy
2009-03-30,21.7,22,24,8.1,Rainy
2009-03-31,26.6,23,13,9.5,Rainy
2009-04-01,17.8,20,22,2.7,Cloudy
2009-04-02,11.7,32,13,1.0,Cloudy
2009-04-03,12.4,23,23,3.3,Cloudy
2009-04-04,20.9,30,23,4.3,Cloudy
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-05,0.1,38,20,6.4,Sunny
2009-04-06,18.6,30,24,8.1,Rainy
2009-04-07,10.7,31,19,3.8,Cloudy
2009-04-08,23.8,30,12,5.0,Cloudy
2009-04-09,2.8,25,20,8.0,Cloudy
2009-04-10,17.6,31,11,2.6,Cloudy
2009-04-11,14.4,28,12,2.6,Cloudy
2009-04-12,19.3,29,17,6.1,Rainy
2009-04-13,1.9,22,24,4.6,Cloudy
2009-04-14,17.4,22,10,9.5,Rainy
2009-04-15,16.8,39,13,3.9,Cloudy
2009-04-16,16.8,35,16,7.7,Rainy
2009-04-17,18.1,22,14,6.0,Rainy
2009-04-18,20.3,29,11,1.0,Cloudy
2009-04-19,24.1,30,10,1.3,Cloudy
2009-04-20,8.1,27,15,2.4,Cloudy
2009-04-21,24.8,25,22,1.9,Cloudy
2009-04-22,14.9,39,22,3.6,Cloudy
2009-04-23,2.3,30,14,6.0,Cloudy
2009-04-24,1.8,31,12,6.2,Cloudy
2009-04-25,10.0,35,20,6.1,Cloudy
2009-04-26,23.5,37,20,1.6,Cloudy
2009-04-27,21.2,32,24,6.2,Rainy
2009-04-28,23.7,22,20,4.4,Cloudy
2009-04-29,15.5,34,18,9.1,Rainy
2009-04-30,13.2,33,12,9.2,Cloudy
2009-05-01,4.4,37,11,7.8,Sunny
2009-05-01,4.4,37,11,7.8,Sunny
2009-05-02,9.8,33,14,7.2,Cloudy
2009-05-03,13.0,24,18,1.6,Cloudy
2009-05-04,2.7,33,17,1.3,Sunny
2009-05-04,2.7,33,17,1.3,Sunny
2009-05-05,6.6,27,15,8.5,Cloudy
2009-05-06,17.9,34,12,4.6,Cloudy
2009-05-07,22.1,34,15,4.8,Cloudy
2009-05-08,30.0,38,14,8.6,Rainy
2009-05-09,28.0,39,10,6.4,Rainy
2009-05-10,19.3,25,14,2.2,Cloudy
2009-05-11,12.6,38,23,2.5,Cloudy
2009-05-12,19.1,27,16,0.6,Cloudy
2009-05-13,23.6,25,18,7.3,Rainy
2009-05-14,3.6,39,21,5.1,Sunny
2009-05-14,3.6,39,21,5.1,Sunny
2009-05-15,12.3,34,24,9.5,Cloudy
2009-05-16,25.2,22,10,7.3,Rainy
2009-05-17,11.5,29,12,1.5,Cloudy
2009-05-18,17.2,34,17,2.0,Cloudy
2009-05-19,17.6,35,15,5.3,Rainy
2009-05-20,5.5,36,22,9.3,Cloudy
2009-05-21,10.9,38,14,2.8,Cloudy
2009-05-22,10.0,30,22,8.3,Cloudy
2009-05-23,0.8,35,19,3.5,Sunny
2009-05-23,0.8,35,19,3.5,Sunny
2009-05-23,0.8,35,19,3.5,Sunny
2009-05-23,0.8,35,19,3.5,Sunny
2009-05-23,0.8,35,19,3.5,Sunny
2009-05-23,0.8,35,19,3.5,Sunny
2009-05-24,0.7,24,11,3.1,Cloudy
2009-05-25,25.0,24,12,9.1,Rainy
2009-05-26,8.2,33,21,0.9,Cloudy
2009-05-27,15.5,37,11,6.8,Rainy
2009-05-28,9.0,27,10,0.9,Cloudy
2009-05-29,28.2,24,16,8.1,Rainy
2009-05-30,7.8,26,23,8.4,Cloudy
2009-05-31,12.9,35,12,9.0,Cloudy
2009-06-01,26.2,33,16,2.3,Cloudy
2009-06-02,25.3,24,21,1.7,Cloudy
2009-06-03,5.6,28,16,5.3,Cloudy
2009-06-04,24.1,23,17,3.1,Cloudy
2009-06-05,13.7,23,10,6.3,Cloudy
2009-06-06,14.5,35,14,5.4,Cloudy
2009-06-07,4.0,36,19,1.9,Sunny
2009-06-07,4.0,36,19,1.9,Sunny
2009-06-07,4.0,36,19,1.9,Sunny
2009-06-07,4.0,36,19,1.9,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-08,2.4,34,18,7.5,Sunny
2009-06-09,21.8,23,21,8.1,Rainy
2009-06-10,14.9,25,20,9.6,Cloudy
2009-06-11,13.1,35,16,4.3,Cloudy
2009-06-12,21.9,23,10,3.7,Cloudy
2009-06-13,23.0,25,17,2.3,Cloudy
2009-06-14,4.8,24,12,2.2,Cloudy
2009-06-15,18.3,35,22,3.6,Cloudy
2009-06-16,4.1,35,13,9.8,Sunny
2009-06-16,4.1,35,13,9.8,Sunny
2009-06-16,4.1,35,13,9.8,Sunny
2009-06-16,4.1,35,13,9.8,Sunny
2009-06-17,22.5,29,13,1.4,Cloudy
2009-06-18,19.7,28,24,3.0,Cloudy
2009-06-19,28.7,23,19,1.3,Cloudy
2009-06-20,2.1,33,23,3.1,Sunny
2009-06-20,2.1,33,23,3.1,Sunny
2009-06-20,2.1,33,23,3.1,Sunny
2009-06-20,2.1,33,23,3.1,Sunny
2009-06-20,2.1,33,23,3.1,Sunny
2009-06-21,1.7,23,21,1.4,Cloudy
2009-06-22,8.5,31,17,5.3,Cloudy
2009-06-23,7.9,29,10,4.7,Cloudy
2009-06-24,7.4,23,17,2.2,Cloudy
2009-06-25,27.2,37,18,2.2,Cloudy
2009-06-26,7.5,32,18,6.4,Cloudy
2009-06-27,8.2,32,14,4.2,Cloudy
2009-06-28,22.8,33,13,1.0,Cloudy
2009-06-29,13.5,37,13,9.2,Cloudy
2009-06-30,23.3,20,18,4.3,Cloudy
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-01,2.0,35,24,6.1,Sunny
2009-07-02,14.6,34,17,8.9,Cloudy
2009-07-03,1.0,24,19,4.3,Cloudy
2009-07-04,1.9,25,24,8.3,Cloudy
2009-07-05,27.2,25,19,9.2,Rainy
2009-07-06,4.2,22,21,2.2,Cloudy
2009-07-07,16.0,35,16,9.0,Rainy
2009-07-08,12.3,31,21,1.6,Cloudy
2009-07-09,10.4,23,12,3.1,Cloudy
2009-07-10,27.0,20,13,8.2,Rainy
2009-07-11,0.7,23,24,9.1,Cloudy
2009-07-12,19.9,20,18,7.0,Rainy
2009-07-13,28.9,27,23,1.5,Cloudy
2009-07-14,16.8,24,22,5.5,Rainy
2009-07-15,28.1,21,17,5.9,Rainy
2009-07-16,1.6,31,21,3.2,Cloudy
2009-07-17,12.6,36,21,9.9,Cloudy
2009-07-18,7.8,26,10,3.7,Cloudy
2009-07-19,21.9,30,12,2.5,Cloudy
2009-07-20,29.4,23,23,1.5,Cloudy
2009-07-21,7.7,24,21,4.1,Cloudy
2009-07-22,19.6,25,19,7.1,Rainy
2009-07-23,5.9,30,11,2.7,Cloudy
2009-07-24,17.0,20,11,7.8,Rainy
2009-07-25,13.9,29,22,1.8,Cloudy
2009-07-26,29.2,39,22,4.7,Cloudy
2009-07-27,18.3,30,17,7.2,Rainy
2009-07-28,10.5,36,15,1.8,Cloudy
2009-07-29,3.4,27,21,6.2,Cloudy
2009-07-30,4.5,32,21,8.1,Cloudy
2009-07-31,6.8,39,21,6.2,Cloudy
2009-08-01,7.5,37,22,5.4,Cloudy
2009-08-02,25.5,35,15,8.5,Rainy
2009-08-03,16.8,21,13,9.9,Rainy
2009-08-04,15.7,24,10,2.2,Cloudy
2009-08-05,3.4,37,20,7.1,Sunny
2009-08-05,3.4,37,20,7.1,Sunny
2009-08-05,3.4,37,20,7.1,Sunny
2009-08-06,25.8,22,16,1.3,Cloudy
2009-08-07,21.7,36,17,0.9,Cloudy
2009-08-08,2.0,35,11,3.2,Sunny
2009-08-08,2.0,35,11,3.2,Sunny
2009-08-08,2.0,35,11,3.2,Sunny
2009-08-08,2.0,35,11,3.2,Sunny
2009-08-08,2.0,35,11,3.2,Sunny
2009-08-08,2.0,35,11,3.2,Sunny
2009-08-09,21.2,25,11,9.7,Rainy
2009-08-10,16.3,38,10,5.7,Rainy
2009-08-11,2.5,26,13,3.0,Cloudy
2009-08-12,13.7,37,15,1.8,Cloudy
2009-08-13,14.5,33,23,9.2,Cloudy
2009-08-14,5.0,25,14,3.9,Cloudy
2009-08-15,28.4,27,13,3.4,Cloudy
2009-08-16,25.5,34,23,8.7,Rainy
2009-08-17,20.1,34,13,6.2,Rainy
2009-08-18,13.9,34,19,2.1,Cloudy
2009-08-19,12.4,35,24,4.5,Cloudy
2009-08-20,19.5,20,16,9.3,Rainy
2009-08-21,16.4,30,16,9.1,Rainy
2009-08-22,1.9,24,11,1.2,Cloudy
2009-08-23,15.4,24,22,3.1,Cloudy
2009-08-24,24.2,25,16,2.0,Cloudy
2009-08-25,13.8,21,11,5.6,Cloudy
2009-08-26,1.6,25,13,7.6,Cloudy
2009-08-27,23.6,33,24,3.3,Cloudy
2009-08-28,6.0,30,10,7.7,Cloudy
2009-08-29,7.8,23,14,6.9,Cloudy
2009-08-30,4.9,28,10,7.4,Cloudy
2009-08-31,9.9,22,13,9.5,Cloudy
2009-09-01,22.7,35,22,4.5,Cloudy
2009-09-02,15.6,30,18,3.8,Cloudy
2009-09-03,6.1,23,22,7.0,Cloudy
2009-09-04,26.3,20,21,8.2,Rainy
2009-09-05,26.4,35,17,2.3,Cloudy
2009-09-06,26.1,38,15,8.5,Rainy
2009-09-07,7.2,35,24,1.0,Cloudy
2009-09-08,13.5,30,17,0.6,Cloudy
2009-09-09,29.5,27,14,2.0,Cloudy
2009-09-10,23.2,20,16,9.8,Rainy
2009-09-11,0.8,28,17,5.5,Cloudy
2009-09-12,2.0,31,16,0.9,Cloudy
2009-09-13,13.9,27,23,10.0,Cloudy
2009-09-14,27.3,36,13,7.6,Rainy
2009-09-15,16.2,29,14,8.5,Rainy
2009-09-16,14.9,26,22,2.5,Cloudy
2009-09-17,3.2,38,23,1.5,Sunny
2009-09-17,3.2,38,23,1.5,Sunny
2009-09-17,3.2,38,23,1.5,Sunny
2009-09-17,3.2,38,23,1.5,Sunny
2009-09-17,3.2,38,23,1.5,Sunny
2009-09-17,3.2,38,23,1.5,Sunny
2009-09-18,19.7,25,19,5.4,Rainy
2009-09-19,24.7,38,15,7.8,Rainy
2009-09-20,11.4,37,23,6.6,Cloudy
2009-09-21,23.3,34,23,6.5,Rainy
2009-09-22,28.9,21,21,7.7,Rainy
2009-09-23,6.1,33,20,2.7,Cloudy
2009-09-24,15.7,29,15,6.8,Rainy
2009-09-25,8.6,35,22,4.2,Cloudy
2009-09-26,23.8,26,18,1.2,Cloudy
2009-09-27,17.3,27,19,2.4,Cloudy
2009-09-28,19.0,29,23,8.0,Rainy
2009-09-29,23.9,34,23,9.0,Rainy
2009-09-30,11.9,27,11,3.2,Cloudy
2009-10-01,27.5,32,15,2.3,Cloudy
2009-10-02,16.0,31,22,0.8,Cloudy
2009-10-03,4.7,27,12,9.5,Cloudy
2009-10-04,20.9,34,23,7.0,Rainy
2009-10-05,23.8,31,11,9.6,Rainy
2009-10-06,9.5,30,15,8.7,Cloudy
2009-10-07,25.7,38,13,3.7,Cloudy
2009-10-08,27.2,33,14,1.6,Cloudy
2009-10-09,8.3,37,14,5.2,Cloudy
2009-10-10,29.5,32,12,0.8,Cloudy
2009-10-11,4.2,23,21,1.9,Cloudy
2009-10-12,6.1,36,13,2.7,Cloudy
2009-10-13,5.5,38,12,6.8,Cloudy
2009-10-14,26.8,28,16,5.3,Rainy
2009-10-15,19.6,26,24,3.4,Cloudy
2009-10-16,4.6,20,10,5.9,Cloudy
2009-10-17,13.2,26,24,1.7,Cloudy
2009-10-18,18.5,26,15,7.7,Rainy
2009-10-19,2.5,39,13,7.3,Sunny
2009-10-19,2.5,39,13,7.3,Sunny
2009-10-19,2.5,39,13,7.3,Sunny
2009-10-20,26.5,26,10,2.6,Cloudy
2009-10-21,24.1,27,10,6.3,Rainy
